categoria	subcategoria	letter	mode	answer	difficulty	description	acceptedAnswers
Preguntas de cultura general	Cultura general argentina	W	contains	Trelew	normal	Ciudad chubutense de origen gales, cercana a Gaiman y Puerto Madryn.	
Preguntas de cultura general	Cultura general argentina	W	contains	Darwin	normal	Localidad rionegrina del valle medio del rio Negro.	
Preguntas de cultura general	Cultura general argentina	W	contains	Newell's	normal	Club rosarino donde se formo Lionel Messi antes de emigrar a Barcelona.	Newell's, Newells
Preguntas de cultura general	Cultura general argentina	W	contains	Brown de Adrogue	normal	Club historico del ascenso argentino ubicado en el sur del Gran Buenos Aires.	
Preguntas de cultura general	Cultura general argentina	W	contains	Guillermo Brown	normal	Club de Puerto Madryn que compite en el futbol argentino.	
Preguntas de cultura general	Cultura general argentina	W	contains	Los Twist	normal	Banda argentina de rock y pop surgida en los años ochenta.	
Preguntas de cultura general	Cultura general argentina	W	contains	Mapuche Williche	normal	Rama del pueblo mapuche con presencia historica en zonas cordilleranas del sur.	
Preguntas de cultura general	Cultura general argentina	W	contains	Almirante Brown	normal	Partido bonaerense y club de Isidro Casanova que lleva el nombre del marino argentino.	
Preguntas de cultura general	Cultura general argentina	W	contains	Club Atletico Brown	normal	Institucion deportiva de Adrogue fundada a fines del siglo XIX.	
Preguntas de cultura general	Cultura general argentina	X	contains	Maxima Zorreguieta	normal	Argentina que se convirtio en reina consorte de los Paises Bajos.	
Preguntas de cultura general	Cultura general argentina	X	contains	Exodo Jujeño	normal	Retirada ordenada por Belgrano en 1812.	Exodo Jujeño, Exodo Jujeno
Preguntas de cultura general	Cultura general argentina	X	contains	Exequiel Palacios	normal	Futbolista argentino campeon del mundo en 2022.	
Preguntas de cultura general	Cultura general argentina	X	contains	Boxeo	normal	Deporte con figuras argentinas como Monzon, Locche y Narvaez.	
Preguntas de cultura general	Cultura general argentina	X	contains	Excursionistas	normal	Club de futbol del barrio porteño de Belgrano.	
Preguntas de cultura general	Cultura general argentina	X	contains	Taxi	normal	Servicio de autos de alquiler muy visible en Buenos Aires.	
Preguntas de cultura general	Cultura general argentina	X	contains	Ex ESMA	normal	Espacio de memoria ubicado en la Ciudad de Buenos Aires.	
Preguntas de cultura general	Cultura general argentina	X	contains	Exilio	normal	Situacion vivida por muchos argentinos durante la ultima dictadura.	
Preguntas de cultura general	Cultura general argentina	X	contains	Exportacion	normal	Actividad clave para productos como soja, carne y vino.	
Preguntas de cultura general	Cultura general argentina	X	contains	Expreso Sarmiento	normal	Nombre asociado al ferrocarril que une Once con el oeste bonaerense.	
Preguntas de cultura general	Cultura general argentina	Y	contains	Gualeguaychu	normal	Ciudad entrerriana famosa por su carnaval y por su ubicacion junto al rio Uruguay.	
Preguntas de cultura general	Cultura general argentina	Y	contains	Uruguay	normal	Rio que marca parte del limite oriental argentino y da nombre al pais vecino.	
Preguntas de cultura general	Cultura general argentina	Y	contains	Paraguay	normal	Pais limitrofe con Argentina, vinculado por la hidroelectrica Yacyreta y la region guarani.	
Preguntas de cultura general	Cultura general argentina	Y	contains	Pueyrredon	normal	Apellido historico presente en nombres de avenidas, localidades y figuras politicas argentinas.	
Preguntas de cultura general	Cultura general argentina	Y	contains	Cuyo	normal	Region argentina integrada principalmente por Mendoza, San Juan y San Luis.	
Preguntas de cultura general	Cultura general argentina	Y	contains	Ayacucho	normal	Ciudad bonaerense y nombre de una batalla decisiva de la independencia sudamericana.	
Preguntas de cultura general	Cultura general argentina	Y	contains	Payada	normal	Improvisacion cantada tradicional de los payadores criollos.	
Preguntas de cultura general	Cultura general argentina	Y	contains	Mayo	normal	Mes central para la historia argentina por la Revolucion de 1810.	
Preguntas de cultura general	Cultura general argentina	Y	contains	Teyu Cuare	normal	Parque provincial de Misiones asociado a leyendas, selva y barrancas sobre el Parana.	
Preguntas de cultura general	Cultura general argentina	Y	contains	Rey de Copas	normal	Apodo de Independiente por sus titulos internacionales de futbol.	
Preguntas de cultura general	Cultura general argentina	Z	contains	Mendoza	normal	Provincia cuyana reconocida por el vino, la Cordillera y la Fiesta de la Vendimia.	
Preguntas de cultura general	Cultura general argentina	Z	contains	Paz	normal	Apellido de Jose Maria, militar cordobes de las guerras civiles argentinas.	
Preguntas de cultura general	Cultura general argentina	Z	contains	Cazuela	normal	Plato caliente presente en cocinas regionales argentinas.	
Preguntas de cultura general	Cultura general argentina	Z	contains	Pozo de las Animas	normal	Formacion geologica cercana a Malargue, en el sur mendocino.	
Preguntas de cultura general	Cultura general argentina	Z	contains	Gonzalez	normal	Apellido muy frecuente en Argentina y presente en figuras del deporte y la cultura.	
Preguntas de cultura general	Cultura general argentina	Z	contains	Manzana	normal	Fruta producida en el Alto Valle de Rio Negro y Neuquen.	
Preguntas de cultura general	Cultura general argentina	Z	contains	Luz y Fuerza	normal	Nombre de sindicatos y clubes vinculados al sector electrico argentino.	
Preguntas de cultura general	Cultura general argentina	Z	contains	Cerveza	normal	Bebida popular con fiestas y produccion artesanal en varias provincias argentinas.	
Preguntas de cultura general	Cultura general argentina	Z	contains	Pizzeria	normal	Comercio tipico de barrios argentinos, especialmente asociado a Buenos Aires.	Pizzeria, Pizzería
Preguntas de cultura general	Cultura general argentina	Z	contains	Azul	normal	Ciudad bonaerense reconocida por su patrimonio cervantino y edificios historicos.	
Preguntas de cultura general	Cultura general argentina	A	startsWith	Astor Piazzolla	normal	Bandoneonista marplatense que renovó el tango con obras como Adios Nonino.	
Preguntas de cultura general	Cultura general argentina	A	startsWith	Alta Gracia	normal	Ciudad cordobesa vinculada a una estancia jesuitica y a la casa museo del Che Guevara.	
Preguntas de cultura general	Cultura general argentina	A	startsWith	Archivo General de la Nacion	normal	Institucion que conserva documentos, fotografias y registros historicos argentinos.	
Preguntas de cultura general	Cultura general argentina	A	startsWith	Antartida Argentina	normal	Sector antartico reclamado por Argentina y administrado desde Tierra del Fuego.	
Preguntas de cultura general	Cultura general argentina	A	startsWith	Amalia	normal	Novela de Jose Marmol considerada una obra clave del romanticismo rioplatense.	
Preguntas de cultura general	Cultura general argentina	A	startsWith	Anisacate	normal	Localidad cordobesa ubicada en el valle de Paravachasca.	
Preguntas de cultura general	Cultura general argentina	A	startsWith	Argentinos Juniors	normal	Club de La Paternal donde surgio Diego Maradona.	
Preguntas de cultura general	Cultura general argentina	A	startsWith	Arsat	normal	Empresa estatal argentina vinculada a satelites de comunicaciones.	
Preguntas de cultura general	Cultura general argentina	A	startsWith	Aguero	normal	Apellido del delantero Sergio, campeon de America con la seleccion argentina.	
Preguntas de cultura general	Cultura general argentina	A	startsWith	Alto Palermo	normal	Centro comercial porteño ubicado sobre la avenida Santa Fe.	
Preguntas de cultura general	Cultura general argentina	B	startsWith	Berisso	normal	Ciudad bonaerense asociada a la inmigracion y a la Fiesta Provincial del Inmigrante.	
Preguntas de cultura general	Cultura general argentina	B	startsWith	Bodega	normal	Establecimiento donde se elabora y guarda vino, muy comun en Mendoza y San Juan.	
Preguntas de cultura general	Cultura general argentina	B	startsWith	Balvanera	normal	Barrio porteño que incluye la zona comercial de Once.	
Preguntas de cultura general	Cultura general argentina	B	startsWith	Bairoletto	normal	Bandolero rural conocido como el Robin Hood de las pampas.	
Preguntas de cultura general	Cultura general argentina	B	startsWith	Bahia Blanca	normal	Ciudad portuaria del sur bonaerense y polo universitario regional.	
Preguntas de cultura general	Cultura general argentina	B	startsWith	Bersuit Vergarabat	normal	Banda argentina de rock conocida por fusionar murga, cumbia y ritmos rioplatenses.	
Preguntas de cultura general	Cultura general argentina	B	startsWith	Baqueano	normal	Conocedor del terreno rural que guiaba viajeros y tropas en la tradicion criolla.	
Preguntas de cultura general	Cultura general argentina	B	startsWith	Berni	normal	Apellido de Antonio, artista rosarino creador de Juanito Laguna.	
Preguntas de cultura general	Cultura general argentina	B	startsWith	Banfield	normal	Club y ciudad del sur del Gran Buenos Aires.	
Preguntas de cultura general	Cultura general argentina	B	startsWith	Bañado La Estrella	normal	Humedal formoseño de gran biodiversidad y paisajes inundables.	
Preguntas de cultura general	Cultura general argentina	C	startsWith	Chacarera	normal	Ritmo y danza folklorica especialmente asociada a Santiago del Estero.	
Preguntas de cultura general	Cultura general argentina	C	startsWith	Casa Rosada	normal	Sede del Poder Ejecutivo nacional frente a la Plaza de Mayo.	
Preguntas de cultura general	Cultura general argentina	C	startsWith	Clemente	normal	Personaje de historieta creado por Caloi.	
Preguntas de cultura general	Cultura general argentina	C	startsWith	Cafayate	normal	Ciudad salteña reconocida por sus vinos de altura y paisajes de los Valles Calchaquies.	
Preguntas de cultura general	Cultura general argentina	C	startsWith	Cachi	normal	Pueblo salteño de los Valles Calchaquies, cercano al Nevado de Cachi.	
Preguntas de cultura general	Cultura general argentina	C	startsWith	Chascomus	normal	Ciudad bonaerense conocida por su laguna.	
Preguntas de cultura general	Cultura general argentina	C	startsWith	Chivilcoy	normal	Ciudad bonaerense vinculada a la produccion agropecuaria.	
Preguntas de cultura general	Cultura general argentina	C	startsWith	Cementerio de Recoleta	normal	Cementerio historico porteño donde descansan figuras politicas y culturales.	
Preguntas de cultura general	Cultura general argentina	C	startsWith	Ceibo	normal	Arbol cuya flor fue declarada flor nacional argentina.	
Preguntas de cultura general	Cultura general argentina	C	startsWith	Carlos Gardel	normal	Cantor de tango conocido internacionalmente como el Zorzal Criollo.	
Preguntas de cultura general	Cultura general argentina	D	startsWith	Dolina	normal	Apellido de Alejandro, escritor y conductor de La venganza sera terrible.	
Preguntas de cultura general	Cultura general argentina	D	startsWith	Dique Los Molinos	normal	Embalse cordobes ubicado en el valle de Calamuchita.	
Preguntas de cultura general	Cultura general argentina	D	startsWith	Dorrego	normal	Apellido de Manuel, gobernador bonaerense fusilado en 1828.	
Preguntas de cultura general	Cultura general argentina	D	startsWith	Derrumbe de San Juan	normal	Terremoto de 1944 que marco la historia urbana de la capital sanjuanina.	
Preguntas de cultura general	Cultura general argentina	D	startsWith	Defensa y Justicia	normal	Club de Florencio Varela campeon de la Copa Sudamericana 2020.	
Preguntas de cultura general	Cultura general argentina	D	startsWith	Dique Potrerillos	normal	Embalse mendocino sobre el rio Mendoza.	
Preguntas de cultura general	Cultura general argentina	D	startsWith	Domingo Faustino Sarmiento	normal	Presidente sanjuanino asociado a la educacion publica.	
Preguntas de cultura general	Cultura general argentina	D	startsWith	Dardo Rocha	normal	Fundador de la ciudad de La Plata.	
Preguntas de cultura general	Cultura general argentina	D	startsWith	Dique Florentino Ameghino	normal	Represa chubutense ubicada sobre el rio homonimo.	
Preguntas de cultura general	Cultura general argentina	D	startsWith	Ducilo	normal	Historica fabrica textil de Berazategui que dio nombre a una zona de la ciudad.	
Preguntas de cultura general	Cultura general argentina	E	startsWith	Epecuen	normal	Villa turistica bonaerense que quedo inundada y luego resurgio como ruinas visitables.	
Preguntas de cultura general	Cultura general argentina	E	startsWith	Enrique Santos Discepolo	normal	Autor de tangos como Cambalache.	
Preguntas de cultura general	Cultura general argentina	E	startsWith	El Bolson	normal	Ciudad rionegrina andina conocida por su feria artesanal y paisajes de montaña.	
Preguntas de cultura general	Cultura general argentina	E	startsWith	El Chalten	normal	Localidad santacruceña cercana al cerro Fitz Roy.	
Preguntas de cultura general	Cultura general argentina	E	startsWith	Esquel	normal	Ciudad chubutense cercana al Parque Nacional Los Alerces.	
Preguntas de cultura general	Cultura general argentina	E	startsWith	Esteban Echeverria	normal	Autor de El matadero y figura de la Generacion del 37.	
Preguntas de cultura general	Cultura general argentina	E	startsWith	El Palmar	normal	Parque nacional entrerriano que protege palmares de yatay.	
Preguntas de cultura general	Cultura general argentina	E	startsWith	Embalse Rio Tercero	normal	Localidad y lago artificial de Cordoba.	
Preguntas de cultura general	Cultura general argentina	E	startsWith	Eduardo Mallea	normal	Escritor argentino autor de Historia de una pasion argentina.	
Preguntas de cultura general	Cultura general argentina	E	startsWith	Escuela Normal de Parana	normal	Institucion educativa entrerriana clave en la formacion docente argentina.	
Preguntas de cultura general	Cultura general argentina	F	startsWith	Famatina	normal	Cordón montañoso riojano asociado a mineria e historia regional.	
Preguntas de cultura general	Cultura general argentina	F	startsWith	Facundo Quiroga	normal	Caudillo riojano conocido como el Tigre de los Llanos.	
Preguntas de cultura general	Cultura general argentina	F	startsWith	Florencio Molina Campos	normal	Pintor argentino famoso por escenas gauchescas.	
Preguntas de cultura general	Cultura general argentina	F	startsWith	Feria del Libro	normal	Evento cultural masivo que se realiza cada año en Buenos Aires.	
Preguntas de cultura general	Cultura general argentina	F	startsWith	Fuerte Apache	normal	Nombre popular de un complejo habitacional de Ciudadela.	
Preguntas de cultura general	Cultura general argentina	F	startsWith	Funes	normal	Ciudad santafesina cercana a Rosario.	
Preguntas de cultura general	Cultura general argentina	F	startsWith	Fitz Roy	normal	Cerro patagonico emblematico ubicado cerca de El Chalten.	
Preguntas de cultura general	Cultura general argentina	F	startsWith	Fray Bentos	normal	Localidad uruguaya muy vinculada al litoral argentino por el rio Uruguay y sus puentes.	
Preguntas de cultura general	Cultura general argentina	F	startsWith	Ferro Carril Oeste	normal	Club porteño del barrio de Caballito.	
Preguntas de cultura general	Cultura general argentina	F	startsWith	Fuerte de San Carlos	normal	Construccion historica vinculada al origen de Mendoza.	
Preguntas de cultura general	Cultura general argentina	G	startsWith	Gaiman	normal	Pueblo chubutense de origen gales conocido por sus casas de te.	
Preguntas de cultura general	Cultura general argentina	G	startsWith	General Belgrano	normal	Localidad bonaerense y nombre asociado al creador de la bandera.	
Preguntas de cultura general	Cultura general argentina	G	startsWith	Gato	normal	Danza tradicional del folklore argentino.	
Preguntas de cultura general	Cultura general argentina	G	startsWith	Glew	normal	Localidad bonaerense del partido de Almirante Brown.	
Preguntas de cultura general	Cultura general argentina	G	startsWith	Guemes	normal	Apellido de Martin Miguel, caudillo salteño de la guerra de independencia.	
Preguntas de cultura general	Cultura general argentina	G	startsWith	Gualeguay	normal	Ciudad entrerriana ubicada sobre el rio homonimo.	
Preguntas de cultura general	Cultura general argentina	G	startsWith	Golfo Nuevo	normal	Golfo chubutense donde se ubica Puerto Madryn.	
Preguntas de cultura general	Cultura general argentina	G	startsWith	Gente	normal	Revista argentina de actualidad y espectaculos lanzada en los años sesenta.	
Preguntas de cultura general	Cultura general argentina	G	startsWith	Gran Chaco	normal	Region natural compartida por varias provincias del norte argentino.	
Preguntas de cultura general	Cultura general argentina	G	startsWith	Gobernador Gregores	normal	Localidad santacruceña sobre la meseta patagonica.	
Preguntas de cultura general	Cultura general argentina	H	startsWith	Hebe de Bonafini	normal	Referente historica de Madres de Plaza de Mayo.	
Preguntas de cultura general	Cultura general argentina	H	startsWith	Houssay	normal	Apellido de Bernardo, premio Nobel argentino de Medicina.	
Preguntas de cultura general	Cultura general argentina	H	startsWith	Hugo del Carril	normal	Cantor, actor y director argentino vinculado al tango y al cine.	
Preguntas de cultura general	Cultura general argentina	H	startsWith	Huemul	normal	Ciervo andino protegido en parques nacionales patagonicos.	
Preguntas de cultura general	Cultura general argentina	H	startsWith	Hotel Llao Llao	normal	Hotel emblematico de Bariloche frente al lago Nahuel Huapi.	
Preguntas de cultura general	Cultura general argentina	H	startsWith	Haroldo Conti	normal	Escritor argentino desaparecido durante la ultima dictadura.	
Preguntas de cultura general	Cultura general argentina	H	startsWith	Humita	normal	Comida regional a base de choclo, comun en el noroeste argentino.	
Preguntas de cultura general	Cultura general argentina	H	startsWith	Hector Oesterheld	normal	Guionista de historietas creador de El Eternauta.	
Preguntas de cultura general	Cultura general argentina	H	startsWith	Hipodromo de Palermo	normal	Predio porteño historico dedicado a carreras de caballos.	
Preguntas de cultura general	Cultura general argentina	H	startsWith	Hielo Continental	normal	Campo de hielo patagonico compartido por Argentina y Chile.	
Preguntas de cultura general	Cultura general argentina	I	startsWith	Islas Georgias del Sur	normal	Archipielago del Atlantico Sur reclamado por Argentina.	
Preguntas de cultura general	Cultura general argentina	I	startsWith	Iglesia de San Ignacio	normal	Templo porteño colonial ubicado en la Manzana de las Luces.	
Preguntas de cultura general	Cultura general argentina	I	startsWith	Ituzaingo	normal	Partido del oeste del Gran Buenos Aires.	
Preguntas de cultura general	Cultura general argentina	I	startsWith	Ingeniero Huergo	normal	Localidad rionegrina del Alto Valle.	
Preguntas de cultura general	Cultura general argentina	I	startsWith	Iglesia Catedral de Cordoba	normal	Templo historico frente a la plaza San Martin cordobesa.	
Preguntas de cultura general	Cultura general argentina	I	startsWith	Indio Solari	normal	Cantante argentino de Patricio Rey y sus Redonditos de Ricota.	
Preguntas de cultura general	Cultura general argentina	I	startsWith	Islas del Delta	normal	Zona de rios y canales caracteristica de Tigre y el bajo Parana.	
Preguntas de cultura general	Cultura general argentina	I	startsWith	Industria nacional	normal	Concepto asociado a la produccion local y politicas de desarrollo argentino.	
Preguntas de cultura general	Cultura general argentina	I	startsWith	Infiernillo	normal	Paso de altura tucumano camino a los Valles Calchaquies.	
Preguntas de cultura general	Cultura general argentina	I	startsWith	Islas Malvinas	normal	Archipielago del Atlantico Sur reclamado por Argentina.	
Preguntas de cultura general	Cultura general argentina	J	startsWith	Jorge Luis Borges	normal	Escritor argentino autor de El Aleph y Ficciones.	
Preguntas de cultura general	Cultura general argentina	J	startsWith	Juanito Laguna	normal	Personaje creado por Antonio Berni para representar la infancia humilde urbana.	
Preguntas de cultura general	Cultura general argentina	J	startsWith	Jesus Maria	normal	Ciudad cordobesa famosa por su festival de doma y folklore.	
Preguntas de cultura general	Cultura general argentina	J	startsWith	Joaquin V Gonzalez	normal	Politico, jurista y escritor riojano fundador de la Universidad de La Plata.	
Preguntas de cultura general	Cultura general argentina	J	startsWith	Jabon Federal	normal	Marca tradicional argentina muy reconocida en publicidades populares.	
Preguntas de cultura general	Cultura general argentina	J	startsWith	Jorge Cafrune	normal	Cantor jujeño de folklore argentino.	
Preguntas de cultura general	Cultura general argentina	J	startsWith	Juana Manuela Gorriti	normal	Escritora salteña del siglo XIX.	
Preguntas de cultura general	Cultura general argentina	J	startsWith	Jardin Japones	normal	Jardin porteño ubicado en Palermo.	
Preguntas de cultura general	Cultura general argentina	J	startsWith	Jose C Paz	normal	Partido del noroeste del Gran Buenos Aires.	
Preguntas de cultura general	Cultura general argentina	J	startsWith	Jockey Club	normal	Institucion social y deportiva historica de Buenos Aires.	
Preguntas de cultura general	Cultura general argentina	K	contains	Skay Beilinson	normal	Guitarrista argentino fundador de Patricio Rey y sus Redonditos de Ricota.	
Preguntas de cultura general	Cultura general argentina	K	contains	Aonikenk	normal	Pueblo originario de la Patagonia austral.	
Preguntas de cultura general	Cultura general argentina	K	contains	Chalten Aike	normal	Nombre de origen patagonico asociado a establecimientos y parajes santacruceños.	
Preguntas de cultura general	Cultura general argentina	K	contains	Los Walkers	normal	Banda argentina de rock beat de los años sesenta.	
Preguntas de cultura general	Cultura general argentina	K	contains	Maraton K42	normal	Competencia de montaña realizada en Villa La Angostura.	
Preguntas de cultura general	Cultura general argentina	K	contains	Funky Torinos	normal	Banda argentina de funk y soul surgida en Buenos Aires.	
Preguntas de cultura general	Cultura general argentina	K	contains	Alejandro Sokol	normal	Musico argentino que integró Sumo y Las Pelotas.	
Preguntas de cultura general	Cultura general argentina	K	contains	Illya Kuryaki	normal	Duo argentino de funk, hip hop y rock formado por Dante Spinetta y Emmanuel Horvilleur.	
Preguntas de cultura general	Cultura general argentina	K	contains	Pehuen Ko	normal	Balneario bonaerense del partido de Coronel Rosales.	
Preguntas de cultura general	Cultura general argentina	K	contains	Ricky Maravilla	normal	Cantante argentino de musica tropical.	
Preguntas de cultura general	Cultura general argentina	L	startsWith	Los Glaciares	normal	Parque nacional santacruceño donde se encuentra el glaciar Perito Moreno.	
Preguntas de cultura general	Cultura general argentina	L	startsWith	La Rioja	normal	Provincia cuyana asociada al Famatina y a la historia de caudillos federales.	
Preguntas de cultura general	Cultura general argentina	L	startsWith	Laprida	normal	Localidad bonaerense y apellido de un presidente del Congreso de Tucuman.	
Preguntas de cultura general	Cultura general argentina	L	startsWith	Lali Esposito	normal	Cantante y actriz argentina surgida de la television juvenil.	
Preguntas de cultura general	Cultura general argentina	L	startsWith	Los Chalchaleros	normal	Conjunto salteño fundamental del folklore argentino.	
Preguntas de cultura general	Cultura general argentina	L	startsWith	La Falda	normal	Ciudad cordobesa del valle de Punilla.	
Preguntas de cultura general	Cultura general argentina	L	startsWith	Lago Puelo	normal	Localidad y parque nacional del noroeste de Chubut.	
Preguntas de cultura general	Cultura general argentina	L	startsWith	Leopoldo Lugones	normal	Escritor cordobes autor de Las fuerzas extrañas.	
Preguntas de cultura general	Cultura general argentina	L	startsWith	Liniers	normal	Barrio porteño y apellido artistico del historietista Ricardo Siri.	
Preguntas de cultura general	Cultura general argentina	L	startsWith	Lanteri	normal	Apellido de Julieta, pionera del voto femenino en Argentina.	
Preguntas de cultura general	Cultura general argentina	M	startsWith	Manuel Belgrano	normal	Abogado, militar y politico creador de la bandera argentina.	
Preguntas de cultura general	Cultura general argentina	M	startsWith	Maimara	normal	Pueblo jujeño de la Quebrada de Humahuaca.	
Preguntas de cultura general	Cultura general argentina	M	startsWith	Museo del Bicentenario	normal	Museo ubicado junto a la Casa Rosada.	
Preguntas de cultura general	Cultura general argentina	M	startsWith	Misiones	normal	Provincia del noreste argentino donde estan las Cataratas del Iguazu.	
Preguntas de cultura general	Cultura general argentina	M	startsWith	Mocovi	normal	Pueblo originario del Chaco argentino.	
Preguntas de cultura general	Cultura general argentina	M	startsWith	Mariano Moreno	normal	Secretario de la Primera Junta de 1810.	
Preguntas de cultura general	Cultura general argentina	M	startsWith	Marta Minujin	normal	Artista argentina de proyeccion internacional.	
Preguntas de cultura general	Cultura general argentina	M	startsWith	Mburucuya	normal	Parque nacional correntino que protege ambientes de esteros y palmares.	
Preguntas de cultura general	Cultura general argentina	M	startsWith	Mendoza Plaza Shopping	normal	Centro comercial importante del Gran Mendoza.	
Preguntas de cultura general	Cultura general argentina	M	startsWith	Molina Campos	normal	Apellido del pintor argentino de escenas gauchescas Florencio.	
Preguntas de cultura general	Cultura general argentina	N	startsWith	Nicolas Avellaneda	normal	Presidente argentino que promovio inmigracion y educacion en el siglo XIX.	
Preguntas de cultura general	Cultura general argentina	N	startsWith	Noroeste Argentino	normal	Region integrada por provincias como Jujuy, Salta, Tucuman y Catamarca.	
Preguntas de cultura general	Cultura general argentina	N	startsWith	Nueve Reinas	normal	Pelicula argentina protagonizada por Ricardo Darin y Gaston Pauls.	
Preguntas de cultura general	Cultura general argentina	N	startsWith	Nadia Comaneci	normal	Gimnasta rumana muy recordada en Argentina por transmisiones olimpicas historicas.	
Preguntas de cultura general	Cultura general argentina	N	startsWith	Navarro	normal	Localidad bonaerense asociada a Manuel Dorrego.	
Preguntas de cultura general	Cultura general argentina	N	startsWith	Nicasio Oroño	normal	Politico santafesino del siglo XIX.	
Preguntas de cultura general	Cultura general argentina	N	startsWith	Nina Bravo	normal	Cantante argentina de tango y bolero de mediados del siglo XX.	
Preguntas de cultura general	Cultura general argentina	N	startsWith	Napenay	normal	Localidad chaqueña ubicada cerca de Presidencia Roque Saenz Peña.	
Preguntas de cultura general	Cultura general argentina	N	startsWith	Nono	normal	Localidad cordobesa del valle de Traslasierra.	
Preguntas de cultura general	Cultura general argentina	N	startsWith	Nacional Buenos Aires	normal	Colegio historico dependiente de la Universidad de Buenos Aires.	
Preguntas de cultura general	Cultura general argentina	Ñ	contains	Cañada de Gomez	normal	Ciudad santafesina ubicada sobre el corredor productivo del sur provincial.	
Preguntas de cultura general	Cultura general argentina	Ñ	contains	Villa Cañas	normal	Ciudad santafesina del departamento General Lopez.	
Preguntas de cultura general	Cultura general argentina	Ñ	contains	La Cañada	normal	Arroyo canalizado que atraviesa la ciudad de Cordoba.	
Preguntas de cultura general	Cultura general argentina	Ñ	contains	El Chañar	normal	Nombre de localidades y parajes argentinos asociado a un arbol nativo.	
Preguntas de cultura general	Cultura general argentina	Ñ	contains	El Peñon	normal	Localidad catamarqueña cercana al Campo de Piedra Pomez.	
Preguntas de cultura general	Cultura general argentina	Ñ	contains	Roque Saenz Peña	normal	Ciudad chaqueña conocida como Presidencia Roque Saenz Peña.	
Preguntas de cultura general	Cultura general argentina	Ñ	contains	Chacho Peñaloza	normal	Caudillo riojano del siglo XIX llamado el Chacho.	
Preguntas de cultura general	Cultura general argentina	Ñ	contains	La Niña	normal	Fenomeno climatico que puede modificar lluvias y sequias en Argentina.	
Preguntas de cultura general	Cultura general argentina	Ñ	contains	Festival de Peñas	normal	Tipo de encuentro folklorico popular en distintas provincias argentinas.	
Preguntas de cultura general	Cultura general argentina	Ñ	contains	Pancho Ibañez	normal	Conductor argentino de television recordado por programas de preguntas.	Pancho Ibañez, Pancho Ibáñez
Preguntas de cultura general	Cultura general argentina	O	startsWith	Osvaldo Bayer	normal	Historiador y escritor argentino autor de La Patagonia rebelde.	
Preguntas de cultura general	Cultura general argentina	O	startsWith	Omar Sivori	normal	Futbolista argentino que brilló en River y Juventus.	
Preguntas de cultura general	Cultura general argentina	O	startsWith	Ojo de Agua	normal	Ciudad santiagueña cercana a sierras y balnearios naturales.	
Preguntas de cultura general	Cultura general argentina	O	startsWith	Otilia	normal	Nombre de una variedad de pera producida en zonas fruticolas argentinas.	
Preguntas de cultura general	Cultura general argentina	O	startsWith	Olimpo	normal	Club de Bahia Blanca con historia en el futbol argentino.	
Preguntas de cultura general	Cultura general argentina	O	startsWith	Open Door	normal	Localidad bonaerense del partido de Lujan.	
Preguntas de cultura general	Cultura general argentina	O	startsWith	Orquesta Sinfonica Nacional	normal	Organismo musical estatal dedicado al repertorio sinfonico.	
Preguntas de cultura general	Cultura general argentina	O	startsWith	Oesterheld	normal	Apellido de Hector, guionista de El Eternauta.	
Preguntas de cultura general	Cultura general argentina	O	startsWith	Olavarria	normal	Ciudad bonaerense vinculada a la industria cementera y serrana.	
Preguntas de cultura general	Cultura general argentina	O	startsWith	Ocampo	normal	Apellido de Victoria, escritora y fundadora de la revista Sur.	
Preguntas de cultura general	Cultura general argentina	P	startsWith	Purmamarca	normal	Pueblo jujeño al pie del Cerro de los Siete Colores.	
Preguntas de cultura general	Cultura general argentina	P	startsWith	Puan	normal	Localidad bonaerense del sudoeste provincial.	
Preguntas de cultura general	Cultura general argentina	P	startsWith	Piazzolla	normal	Apellido de Astor, compositor que transformo el tango moderno.	
Preguntas de cultura general	Cultura general argentina	P	startsWith	Pellegrini	normal	Apellido de Carlos, presidente argentino de fines del siglo XIX.	
Preguntas de cultura general	Cultura general argentina	P	startsWith	Pucara de Tilcara	normal	Sitio arqueologico jujeño reconstruido sobre un cerro.	
Preguntas de cultura general	Cultura general argentina	P	startsWith	Punta Tombo	normal	Reserva chubutense famosa por su colonia de pinguinos de Magallanes.	
Preguntas de cultura general	Cultura general argentina	P	startsWith	Pueblo Liebig	normal	Localidad entrerriana ligada a la industria frigorifica.	
Preguntas de cultura general	Cultura general argentina	P	startsWith	Parque Lezama	normal	Parque historico del barrio porteño de San Telmo.	
Preguntas de cultura general	Cultura general argentina	P	startsWith	Pino Solanas	normal	Cineasta y politico argentino director de La hora de los hornos.	
Preguntas de cultura general	Cultura general argentina	P	startsWith	Pampa de Achala	normal	Altiplanicie serrana de Cordoba cercana al camino de las Altas Cumbres.	
Preguntas de cultura general	Cultura general argentina	Q	contains	Esquina	normal	Ciudad correntina ubicada cerca de la confluencia de rios del litoral.	
Preguntas de cultura general	Cultura general argentina	Q	contains	Trenque Lauquen	normal	Ciudad bonaerense cuyo nombre proviene del mapudungun.	
Preguntas de cultura general	Cultura general argentina	Q	contains	Aquelarre	normal	Banda argentina de rock progresivo formada por ex integrantes de Almendra.	
Preguntas de cultura general	Cultura general argentina	Q	contains	Los Quilla Huasi	normal	Conjunto folklorico argentino de larga trayectoria.	
