categoria	subcategoria	letter	mode	answer	difficulty	description	acceptedAnswers
Preguntas de cultura general	Cultura general argentina	W	startsWith	Walter Samuel	normal	Defensor argentino apodado el Muro.	
Preguntas de cultura general	Cultura general argentina	W	startsWith	Wichi	normal	Pueblo originario del Gran Chaco argentino.	
Preguntas de cultura general	Cultura general argentina	W	startsWith	Willy Crook	normal	Saxofonista y cantante argentino de funk y soul.	
Preguntas de cultura general	Cultura general argentina	W	startsWith	William Brown	normal	Marino irlandes considerado padre de la Armada Argentina.	
Preguntas de cultura general	Cultura general argentina	W	startsWith	Wado de Pedro	normal	Dirigente politico argentino de nombre Eduardo.	
Preguntas de cultura general	Cultura general argentina	W	startsWith	Wenceslao Paunero	normal	Militar argentino del siglo XIX.	
Preguntas de cultura general	Cultura general argentina	X	contains	Maxima Zorreguieta	normal	Argentina que se convirtio en reina consorte de los Paises Bajos.	
Preguntas de cultura general	Cultura general argentina	X	contains	Exodo Jujeño	normal	Retirada ordenada por Belgrano en 1812.	Exodo Jujeño, Exodo Jujeno
Preguntas de cultura general	Cultura general argentina	X	contains	Exequiel Palacios	normal	Futbolista argentino campeon del mundo en 2022.	
Preguntas de cultura general	Cultura general argentina	X	contains	Boxeo	normal	Deporte con figuras argentinas como Monzon, Locche y Narvaez.	
Preguntas de cultura general	Cultura general argentina	X	contains	Excursionistas	normal	Club de futbol del barrio porteño de Belgrano.	
Preguntas de cultura general	Cultura general argentina	X	contains	Taxi	normal	Servicio de autos de alquiler muy visible en Buenos Aires.	
Preguntas de cultura general	Cultura general argentina	X	contains	Ex ESMA	normal	Espacio de memoria ubicado en la Ciudad de Buenos Aires.	
Preguntas de cultura general	Cultura general argentina	X	contains	Exilio	normal	Situacion vivida por muchos argentinos durante la ultima dictadura.	
Preguntas de cultura general	Cultura general argentina	X	contains	Exportacion	normal	Actividad clave para productos como soja, carne y vino.	
Preguntas de cultura general	Cultura general argentina	X	contains	Expreso Sarmiento	normal	Nombre asociado al ferrocarril que une Once con el oeste bonaerense.	
Preguntas de cultura general	Cultura general argentina	Y	startsWith	YPF	normal	Empresa argentina de energia fundada en 1922.	
Preguntas de cultura general	Cultura general argentina	Y	startsWith	Yerba mate	normal	Producto usado para preparar mate.	
Preguntas de cultura general	Cultura general argentina	Y	startsWith	Yrigoyen	normal	Apellido de Hipolito, presidente radical argentino.	
Preguntas de cultura general	Cultura general argentina	Y	startsWith	Yaguarete	normal	Felino nativo protegido en Argentina.	
Preguntas de cultura general	Cultura general argentina	Y	startsWith	Yupanqui	normal	Apellido artistico de Atahualpa, referente del folklore.	
Preguntas de cultura general	Cultura general argentina	Y	startsWith	Yapeyu	normal	Localidad correntina donde nacio San Martin.	
Preguntas de cultura general	Cultura general argentina	Y	startsWith	Yacyreta	normal	Represa hidrolectrica sobre el rio Parana.	
Preguntas de cultura general	Cultura general argentina	Y	startsWith	Yavi	normal	Localidad historica del norte jujeño.	
Preguntas de cultura general	Cultura general argentina	Y	startsWith	Yuyo	normal	Nombre popular para hierbas silvestres o medicinales.	
Preguntas de cultura general	Cultura general argentina	Y	startsWith	Yacare	normal	Reptil presente en humedales del noreste argentino.	
Preguntas de cultura general	Cultura general argentina	Z	startsWith	Zamba	normal	Danza y genero musical del folklore argentino.	
Preguntas de cultura general	Cultura general argentina	Z	startsWith	Zanetti	normal	Futbolista argentino historico del Inter.	
Preguntas de cultura general	Cultura general argentina	Z	startsWith	Zapala	normal	Ciudad neuquina.	
Preguntas de cultura general	Cultura general argentina	Z	startsWith	Zonda	normal	Viento seco y calido caracteristico de Cuyo.	
Preguntas de cultura general	Cultura general argentina	Z	startsWith	Zitarrosa	normal	Cantautor uruguayo muy escuchado en el Rio de la Plata.	
Preguntas de cultura general	Cultura general argentina	Z	startsWith	Zapiola	normal	Apellido de Jose Matias, militar de la independencia.	
Preguntas de cultura general	Cultura general argentina	Z	startsWith	Zorzal Criollo	normal	Apodo de Carlos Gardel.	
Preguntas de cultura general	Cultura general argentina	Z	startsWith	Zarate	normal	Ciudad bonaerense junto al Parana.	
Preguntas de cultura general	Cultura general argentina	Z	startsWith	Zamba de mi esperanza	normal	Cancion folklorica muy difundida en Argentina.	
Preguntas de cultura general	Cultura general argentina	Z	startsWith	Zas	normal	Banda de Miguel Mateos en los años ochenta.	
Preguntas de cultura general	Cine Argentino	A	startsWith	Argentina 1985	normal	Pelicula sobre el Juicio a las Juntas protagonizada por Ricardo Darin.	
Preguntas de cultura general	Cine Argentino	A	startsWith	Argentina 1985	normal	Dato distintivo: Pelicula sobre el Juicio a las Juntas protagonizada por Ricardo Darin.	
Preguntas de cultura general	Cine Argentino	A	startsWith	Argentina 1985	normal	Pista ampliada: Pelicula sobre el Juicio a las Juntas protagonizada por Ricardo Darin.	
Preguntas de cultura general	Cine Argentino	A	startsWith	Argentina 1985	normal	Referencia clave: Pelicula sobre el Juicio a las Juntas protagonizada por Ricardo Darin.	
Preguntas de cultura general	Cine Argentino	A	startsWith	Argentina 1985	normal	Para identificar la respuesta: Pelicula sobre el Juicio a las Juntas protagonizada por Ricardo Darin.	
Preguntas de cultura general	Cine Argentino	A	startsWith	Aniceto	normal	Pelicula musical de Leonardo Favio inspirada en su propio film anterior.	
Preguntas de cultura general	Cine Argentino	A	startsWith	Aniceto	normal	Dato distintivo: Pelicula musical de Leonardo Favio inspirada en su propio film anterior.	
Preguntas de cultura general	Cine Argentino	A	startsWith	Aniceto	normal	Pista ampliada: Pelicula musical de Leonardo Favio inspirada en su propio film anterior.	
Preguntas de cultura general	Cine Argentino	A	startsWith	Aniceto	normal	Referencia clave: Pelicula musical de Leonardo Favio inspirada en su propio film anterior.	
Preguntas de cultura general	Cine Argentino	A	startsWith	Aniceto	normal	Para identificar la respuesta: Pelicula musical de Leonardo Favio inspirada en su propio film anterior.	
Preguntas de cultura general	Cine Argentino	B	startsWith	Bolivia	normal	Film de Adrian Caetano ambientado en un bar porteño.	
Preguntas de cultura general	Cine Argentino	B	startsWith	Bolivia	normal	Dato distintivo: Film de Adrian Caetano ambientado en un bar porteño.	
Preguntas de cultura general	Cine Argentino	B	startsWith	Bolivia	normal	Pista ampliada: Film de Adrian Caetano ambientado en un bar porteño.	
Preguntas de cultura general	Cine Argentino	B	startsWith	Bolivia	normal	Referencia clave: Film de Adrian Caetano ambientado en un bar porteño.	
Preguntas de cultura general	Cine Argentino	B	startsWith	Bolivia	normal	Para identificar la respuesta: Film de Adrian Caetano ambientado en un bar porteño.	
Preguntas de cultura general	Cine Argentino	B	startsWith	Betibú	normal	Thriller argentino basado en la novela de Claudia Piñeiro.	Betibu, Betibú
Preguntas de cultura general	Cine Argentino	B	startsWith	Betibú	normal	Dato distintivo: Thriller argentino basado en la novela de Claudia Piñeiro.	Betibu, Betibú
Preguntas de cultura general	Cine Argentino	B	startsWith	Betibú	normal	Pista ampliada: Thriller argentino basado en la novela de Claudia Piñeiro.	Betibu, Betibú
Preguntas de cultura general	Cine Argentino	B	startsWith	Betibú	normal	Referencia clave: Thriller argentino basado en la novela de Claudia Piñeiro.	Betibu, Betibú
Preguntas de cultura general	Cine Argentino	B	startsWith	Betibú	normal	Para identificar la respuesta: Thriller argentino basado en la novela de Claudia Piñeiro.	Betibu, Betibú
Preguntas de cultura general	Cine Argentino	C	startsWith	Camila	normal	Pelicula de Maria Luisa Bemberg nominada al Oscar.	
Preguntas de cultura general	Cine Argentino	C	startsWith	Camila	normal	Dato distintivo: Pelicula de Maria Luisa Bemberg nominada al Oscar.	
Preguntas de cultura general	Cine Argentino	C	startsWith	Camila	normal	Pista ampliada: Pelicula de Maria Luisa Bemberg nominada al Oscar.	
Preguntas de cultura general	Cine Argentino	C	startsWith	Camila	normal	Referencia clave: Pelicula de Maria Luisa Bemberg nominada al Oscar.	
Preguntas de cultura general	Cine Argentino	C	startsWith	Camila	normal	Para identificar la respuesta: Pelicula de Maria Luisa Bemberg nominada al Oscar.	
Preguntas de cultura general	Cine Argentino	C	startsWith	Carancho	normal	Film de Pablo Trapero con Ricardo Darin y Martina Gusman.	
Preguntas de cultura general	Cine Argentino	C	startsWith	Carancho	normal	Dato distintivo: Film de Pablo Trapero con Ricardo Darin y Martina Gusman.	
Preguntas de cultura general	Cine Argentino	C	startsWith	Carancho	normal	Pista ampliada: Film de Pablo Trapero con Ricardo Darin y Martina Gusman.	
Preguntas de cultura general	Cine Argentino	C	startsWith	Carancho	normal	Referencia clave: Film de Pablo Trapero con Ricardo Darin y Martina Gusman.	
Preguntas de cultura general	Cine Argentino	C	startsWith	Carancho	normal	Para identificar la respuesta: Film de Pablo Trapero con Ricardo Darin y Martina Gusman.	
Preguntas de cultura general	Cine Argentino	D	startsWith	Derecho de familia	normal	Pelicula de Daniel Burman protagonizada por Daniel Hendler.	
Preguntas de cultura general	Cine Argentino	D	startsWith	Derecho de familia	normal	Dato distintivo: Pelicula de Daniel Burman protagonizada por Daniel Hendler.	
Preguntas de cultura general	Cine Argentino	D	startsWith	Derecho de familia	normal	Pista ampliada: Pelicula de Daniel Burman protagonizada por Daniel Hendler.	
Preguntas de cultura general	Cine Argentino	D	startsWith	Derecho de familia	normal	Referencia clave: Pelicula de Daniel Burman protagonizada por Daniel Hendler.	
Preguntas de cultura general	Cine Argentino	D	startsWith	Derecho de familia	normal	Para identificar la respuesta: Pelicula de Daniel Burman protagonizada por Daniel Hendler.	
Preguntas de cultura general	Cine Argentino	D	startsWith	Diarios de motocicleta	normal	Coproduccion filmada en Argentina y Latinoamerica sobre el viaje del Che.	
Preguntas de cultura general	Cine Argentino	D	startsWith	Diarios de motocicleta	normal	Dato distintivo: Coproduccion filmada en Argentina y Latinoamerica sobre el viaje del Che.	
Preguntas de cultura general	Cine Argentino	D	startsWith	Diarios de motocicleta	normal	Pista ampliada: Coproduccion filmada en Argentina y Latinoamerica sobre el viaje del Che.	
Preguntas de cultura general	Cine Argentino	D	startsWith	Diarios de motocicleta	normal	Referencia clave: Coproduccion filmada en Argentina y Latinoamerica sobre el viaje del Che.	
Preguntas de cultura general	Cine Argentino	D	startsWith	Diarios de motocicleta	normal	Para identificar la respuesta: Coproduccion filmada en Argentina y Latinoamerica sobre el viaje del Che.	
Preguntas de cultura general	Cine Argentino	E	startsWith	Esperando la carroza	normal	Clasico de humor negro dirigido por Alejandro Doria.	
Preguntas de cultura general	Cine Argentino	E	startsWith	Esperando la carroza	normal	Dato distintivo: Clasico de humor negro dirigido por Alejandro Doria.	
Preguntas de cultura general	Cine Argentino	E	startsWith	Esperando la carroza	normal	Pista ampliada: Clasico de humor negro dirigido por Alejandro Doria.	
Preguntas de cultura general	Cine Argentino	E	startsWith	Esperando la carroza	normal	Referencia clave: Clasico de humor negro dirigido por Alejandro Doria.	
Preguntas de cultura general	Cine Argentino	E	startsWith	Esperando la carroza	normal	Para identificar la respuesta: Clasico de humor negro dirigido por Alejandro Doria.	
Preguntas de cultura general	Cine Argentino	E	startsWith	El secreto de sus ojos	normal	Pelicula argentina ganadora del Oscar a mejor film extranjero.	
Preguntas de cultura general	Cine Argentino	E	startsWith	El secreto de sus ojos	normal	Dato distintivo: Pelicula argentina ganadora del Oscar a mejor film extranjero.	
Preguntas de cultura general	Cine Argentino	E	startsWith	El secreto de sus ojos	normal	Pista ampliada: Pelicula argentina ganadora del Oscar a mejor film extranjero.	
Preguntas de cultura general	Cine Argentino	E	startsWith	El secreto de sus ojos	normal	Referencia clave: Pelicula argentina ganadora del Oscar a mejor film extranjero.	
Preguntas de cultura general	Cine Argentino	E	startsWith	El secreto de sus ojos	normal	Para identificar la respuesta: Pelicula argentina ganadora del Oscar a mejor film extranjero.	
Preguntas de cultura general	Cine Argentino	F	startsWith	Familia rodante	normal	Road movie argentina dirigida por Pablo Trapero.	
Preguntas de cultura general	Cine Argentino	F	startsWith	Familia rodante	normal	Dato distintivo: Road movie argentina dirigida por Pablo Trapero.	
Preguntas de cultura general	Cine Argentino	F	startsWith	Familia rodante	normal	Pista ampliada: Road movie argentina dirigida por Pablo Trapero.	
Preguntas de cultura general	Cine Argentino	F	startsWith	Familia rodante	normal	Referencia clave: Road movie argentina dirigida por Pablo Trapero.	
Preguntas de cultura general	Cine Argentino	F	startsWith	Familia rodante	normal	Para identificar la respuesta: Road movie argentina dirigida por Pablo Trapero.	
Preguntas de cultura general	Cine Argentino	F	startsWith	Felicidades	normal	Pelicula coral argentina ambientada en fin de año.	
Preguntas de cultura general	Cine Argentino	F	startsWith	Felicidades	normal	Dato distintivo: Pelicula coral argentina ambientada en fin de año.	
Preguntas de cultura general	Cine Argentino	F	startsWith	Felicidades	normal	Pista ampliada: Pelicula coral argentina ambientada en fin de año.	
Preguntas de cultura general	Cine Argentino	F	startsWith	Felicidades	normal	Referencia clave: Pelicula coral argentina ambientada en fin de año.	
Preguntas de cultura general	Cine Argentino	F	startsWith	Felicidades	normal	Para identificar la respuesta: Pelicula coral argentina ambientada en fin de año.	
Preguntas de cultura general	Cine Argentino	G	startsWith	Garage Olimpo	normal	Pelicula de Marco Bechis sobre un centro clandestino de detencion.	
Preguntas de cultura general	Cine Argentino	G	startsWith	Garage Olimpo	normal	Dato distintivo: Pelicula de Marco Bechis sobre un centro clandestino de detencion.	
Preguntas de cultura general	Cine Argentino	G	startsWith	Garage Olimpo	normal	Pista ampliada: Pelicula de Marco Bechis sobre un centro clandestino de detencion.	
Preguntas de cultura general	Cine Argentino	G	startsWith	Garage Olimpo	normal	Referencia clave: Pelicula de Marco Bechis sobre un centro clandestino de detencion.	
Preguntas de cultura general	Cine Argentino	G	startsWith	Garage Olimpo	normal	Para identificar la respuesta: Pelicula de Marco Bechis sobre un centro clandestino de detencion.	
Preguntas de cultura general	Cine Argentino	G	startsWith	Gatica	normal	Film de Leonardo Favio sobre el boxeador Jose Maria Gatica.	
Preguntas de cultura general	Cine Argentino	G	startsWith	Gatica	normal	Dato distintivo: Film de Leonardo Favio sobre el boxeador Jose Maria Gatica.	
Preguntas de cultura general	Cine Argentino	G	startsWith	Gatica	normal	Pista ampliada: Film de Leonardo Favio sobre el boxeador Jose Maria Gatica.	
Preguntas de cultura general	Cine Argentino	G	startsWith	Gatica	normal	Referencia clave: Film de Leonardo Favio sobre el boxeador Jose Maria Gatica.	
Preguntas de cultura general	Cine Argentino	G	startsWith	Gatica	normal	Para identificar la respuesta: Film de Leonardo Favio sobre el boxeador Jose Maria Gatica.	
Preguntas de cultura general	Cine Argentino	H	startsWith	Hombre mirando al sudeste	normal	Film de Eliseo Subiela ambientado en un hospital neuropsiquiatrico.	
Preguntas de cultura general	Cine Argentino	H	startsWith	Hombre mirando al sudeste	normal	Dato distintivo: Film de Eliseo Subiela ambientado en un hospital neuropsiquiatrico.	
Preguntas de cultura general	Cine Argentino	H	startsWith	Hombre mirando al sudeste	normal	Pista ampliada: Film de Eliseo Subiela ambientado en un hospital neuropsiquiatrico.	
Preguntas de cultura general	Cine Argentino	H	startsWith	Hombre mirando al sudeste	normal	Referencia clave: Film de Eliseo Subiela ambientado en un hospital neuropsiquiatrico.	
Preguntas de cultura general	Cine Argentino	H	startsWith	Hombre mirando al sudeste	normal	Para identificar la respuesta: Film de Eliseo Subiela ambientado en un hospital neuropsiquiatrico.	
Preguntas de cultura general	Cine Argentino	H	startsWith	Historias minimas	normal	Pelicula de Carlos Sorin ambientada en la Patagonia.	
Preguntas de cultura general	Cine Argentino	H	startsWith	Historias minimas	normal	Dato distintivo: Pelicula de Carlos Sorin ambientada en la Patagonia.	
Preguntas de cultura general	Cine Argentino	H	startsWith	Historias minimas	normal	Pista ampliada: Pelicula de Carlos Sorin ambientada en la Patagonia.	
Preguntas de cultura general	Cine Argentino	H	startsWith	Historias minimas	normal	Referencia clave: Pelicula de Carlos Sorin ambientada en la Patagonia.	
Preguntas de cultura general	Cine Argentino	H	startsWith	Historias minimas	normal	Para identificar la respuesta: Pelicula de Carlos Sorin ambientada en la Patagonia.	
Preguntas de cultura general	Cine Argentino	I	startsWith	Iluminados por el fuego	normal	Pelicula argentina sobre veteranos de Malvinas.	
Preguntas de cultura general	Cine Argentino	I	startsWith	Iluminados por el fuego	normal	Dato distintivo: Pelicula argentina sobre veteranos de Malvinas.	
Preguntas de cultura general	Cine Argentino	I	startsWith	Iluminados por el fuego	normal	Pista ampliada: Pelicula argentina sobre veteranos de Malvinas.	
Preguntas de cultura general	Cine Argentino	I	startsWith	Iluminados por el fuego	normal	Referencia clave: Pelicula argentina sobre veteranos de Malvinas.	
Preguntas de cultura general	Cine Argentino	I	startsWith	Iluminados por el fuego	normal	Para identificar la respuesta: Pelicula argentina sobre veteranos de Malvinas.	
Preguntas de cultura general	Cine Argentino	I	startsWith	Infancia clandestina	normal	Film de Benjamin Avila sobre militancia y dictadura desde la mirada de un niño.	
Preguntas de cultura general	Cine Argentino	I	startsWith	Infancia clandestina	normal	Dato distintivo: Film de Benjamin Avila sobre militancia y dictadura desde la mirada de un niño.	
Preguntas de cultura general	Cine Argentino	I	startsWith	Infancia clandestina	normal	Pista ampliada: Film de Benjamin Avila sobre militancia y dictadura desde la mirada de un niño.	
Preguntas de cultura general	Cine Argentino	I	startsWith	Infancia clandestina	normal	Referencia clave: Film de Benjamin Avila sobre militancia y dictadura desde la mirada de un niño.	
Preguntas de cultura general	Cine Argentino	I	startsWith	Infancia clandestina	normal	Para identificar la respuesta: Film de Benjamin Avila sobre militancia y dictadura desde la mirada de un niño.	
Preguntas de cultura general	Cine Argentino	J	startsWith	Juan Moreira	normal	Pelicula de Leonardo Favio basada en el personaje gauchesco.	
Preguntas de cultura general	Cine Argentino	J	startsWith	Juan Moreira	normal	Dato distintivo: Pelicula de Leonardo Favio basada en el personaje gauchesco.	
Preguntas de cultura general	Cine Argentino	J	startsWith	Juan Moreira	normal	Pista ampliada: Pelicula de Leonardo Favio basada en el personaje gauchesco.	
Preguntas de cultura general	Cine Argentino	J	startsWith	Juan Moreira	normal	Referencia clave: Pelicula de Leonardo Favio basada en el personaje gauchesco.	
Preguntas de cultura general	Cine Argentino	J	startsWith	Juan Moreira	normal	Para identificar la respuesta: Pelicula de Leonardo Favio basada en el personaje gauchesco.	
Preguntas de cultura general	Cine Argentino	J	startsWith	Jauja	normal	Pelicula de Lisandro Alonso protagonizada por Viggo Mortensen.	
Preguntas de cultura general	Cine Argentino	J	startsWith	Jauja	normal	Dato distintivo: Pelicula de Lisandro Alonso protagonizada por Viggo Mortensen.	
Preguntas de cultura general	Cine Argentino	J	startsWith	Jauja	normal	Pista ampliada: Pelicula de Lisandro Alonso protagonizada por Viggo Mortensen.	
Preguntas de cultura general	Cine Argentino	J	startsWith	Jauja	normal	Referencia clave: Pelicula de Lisandro Alonso protagonizada por Viggo Mortensen.	
Preguntas de cultura general	Cine Argentino	J	startsWith	Jauja	normal	Para identificar la respuesta: Pelicula de Lisandro Alonso protagonizada por Viggo Mortensen.	
Preguntas de cultura general	Cine Argentino	K	startsWith	Kryptonita	normal	Pelicula argentina basada en una novela de Leonardo Oyola.	
Preguntas de cultura general	Cine Argentino	K	startsWith	Kryptonita	normal	Dato distintivo: Pelicula argentina basada en una novela de Leonardo Oyola.	
Preguntas de cultura general	Cine Argentino	K	startsWith	Kryptonita	normal	Pista ampliada: Pelicula argentina basada en una novela de Leonardo Oyola.	
Preguntas de cultura general	Cine Argentino	K	startsWith	Kryptonita	normal	Referencia clave: Pelicula argentina basada en una novela de Leonardo Oyola.	
Preguntas de cultura general	Cine Argentino	K	startsWith	Kryptonita	normal	Para identificar la respuesta: Pelicula argentina basada en una novela de Leonardo Oyola.	
Preguntas de cultura general	Cine Argentino	K	startsWith	Kapanga Todoterreno	normal	Documental musical argentino sobre una banda de rock popular.	
Preguntas de cultura general	Cine Argentino	K	startsWith	Kapanga Todoterreno	normal	Dato distintivo: Documental musical argentino sobre una banda de rock popular.	
Preguntas de cultura general	Cine Argentino	K	startsWith	Kapanga Todoterreno	normal	Pista ampliada: Documental musical argentino sobre una banda de rock popular.	
Preguntas de cultura general	Cine Argentino	K	startsWith	Kapanga Todoterreno	normal	Referencia clave: Documental musical argentino sobre una banda de rock popular.	
Preguntas de cultura general	Cine Argentino	K	startsWith	Kapanga Todoterreno	normal	Para identificar la respuesta: Documental musical argentino sobre una banda de rock popular.	
Preguntas de cultura general	Cine Argentino	L	startsWith	La ciénaga	normal	Opera prima de Lucrecia Martel.	La cienaga, La ciénaga
Preguntas de cultura general	Cine Argentino	L	startsWith	La ciénaga	normal	Dato distintivo: Opera prima de Lucrecia Martel.	La cienaga, La ciénaga
Preguntas de cultura general	Cine Argentino	L	startsWith	La ciénaga	normal	Pista ampliada: Opera prima de Lucrecia Martel.	La cienaga, La ciénaga
Preguntas de cultura general	Cine Argentino	L	startsWith	La ciénaga	normal	Referencia clave: Opera prima de Lucrecia Martel.	La cienaga, La ciénaga
Preguntas de cultura general	Cine Argentino	L	startsWith	La ciénaga	normal	Para identificar la respuesta: Opera prima de Lucrecia Martel.	La cienaga, La ciénaga
Preguntas de cultura general	Cine Argentino	L	startsWith	Las herederas	normal	Film rioplatense con participacion argentina premiado en Berlin.	
Preguntas de cultura general	Cine Argentino	L	startsWith	Las herederas	normal	Dato distintivo: Film rioplatense con participacion argentina premiado en Berlin.	
Preguntas de cultura general	Cine Argentino	L	startsWith	Las herederas	normal	Pista ampliada: Film rioplatense con participacion argentina premiado en Berlin.	
Preguntas de cultura general	Cine Argentino	L	startsWith	Las herederas	normal	Referencia clave: Film rioplatense con participacion argentina premiado en Berlin.	
Preguntas de cultura general	Cine Argentino	L	startsWith	Las herederas	normal	Para identificar la respuesta: Film rioplatense con participacion argentina premiado en Berlin.	
Preguntas de cultura general	Cine Argentino	M	startsWith	Mundo grua	normal	Debut de Pablo Trapero protagonizado por Luis Margani.	Mundo grua, Mundo grúa
Preguntas de cultura general	Cine Argentino	M	startsWith	Mundo grua	normal	Dato distintivo: Debut de Pablo Trapero protagonizado por Luis Margani.	Mundo grua, Mundo grúa
Preguntas de cultura general	Cine Argentino	M	startsWith	Mundo grua	normal	Pista ampliada: Debut de Pablo Trapero protagonizado por Luis Margani.	Mundo grua, Mundo grúa
Preguntas de cultura general	Cine Argentino	M	startsWith	Mundo grua	normal	Referencia clave: Debut de Pablo Trapero protagonizado por Luis Margani.	Mundo grua, Mundo grúa
Preguntas de cultura general	Cine Argentino	M	startsWith	Mundo grua	normal	Para identificar la respuesta: Debut de Pablo Trapero protagonizado por Luis Margani.	Mundo grua, Mundo grúa
Preguntas de cultura general	Cine Argentino	M	startsWith	Martin Hache	normal	Pelicula de Adolfo Aristarain con Federico Luppi y Juan Diego Botto.	
Preguntas de cultura general	Cine Argentino	M	startsWith	Martin Hache	normal	Dato distintivo: Pelicula de Adolfo Aristarain con Federico Luppi y Juan Diego Botto.	
Preguntas de cultura general	Cine Argentino	M	startsWith	Martin Hache	normal	Pista ampliada: Pelicula de Adolfo Aristarain con Federico Luppi y Juan Diego Botto.	
Preguntas de cultura general	Cine Argentino	M	startsWith	Martin Hache	normal	Referencia clave: Pelicula de Adolfo Aristarain con Federico Luppi y Juan Diego Botto.	
Preguntas de cultura general	Cine Argentino	M	startsWith	Martin Hache	normal	Para identificar la respuesta: Pelicula de Adolfo Aristarain con Federico Luppi y Juan Diego Botto.	
Preguntas de cultura general	Cine Argentino	N	startsWith	Nueve reinas	normal	Thriller de Fabian Bielinsky sobre dos estafadores.	
Preguntas de cultura general	Cine Argentino	N	startsWith	Nueve reinas	normal	Dato distintivo: Thriller de Fabian Bielinsky sobre dos estafadores.	
Preguntas de cultura general	Cine Argentino	N	startsWith	Nueve reinas	normal	Pista ampliada: Thriller de Fabian Bielinsky sobre dos estafadores.	
Preguntas de cultura general	Cine Argentino	N	startsWith	Nueve reinas	normal	Referencia clave: Thriller de Fabian Bielinsky sobre dos estafadores.	
Preguntas de cultura general	Cine Argentino	N	startsWith	Nueve reinas	normal	Para identificar la respuesta: Thriller de Fabian Bielinsky sobre dos estafadores.	
Preguntas de cultura general	Cine Argentino	N	startsWith	No habra mas penas ni olvido	normal	Film de Hector Olivera basado en Osvaldo Soriano.	
Preguntas de cultura general	Cine Argentino	N	startsWith	No habra mas penas ni olvido	normal	Dato distintivo: Film de Hector Olivera basado en Osvaldo Soriano.	
Preguntas de cultura general	Cine Argentino	N	startsWith	No habra mas penas ni olvido	normal	Pista ampliada: Film de Hector Olivera basado en Osvaldo Soriano.	
Preguntas de cultura general	Cine Argentino	N	startsWith	No habra mas penas ni olvido	normal	Referencia clave: Film de Hector Olivera basado en Osvaldo Soriano.	
Preguntas de cultura general	Cine Argentino	N	startsWith	No habra mas penas ni olvido	normal	Para identificar la respuesta: Film de Hector Olivera basado en Osvaldo Soriano.	
Preguntas de cultura general	Cine Argentino	Ñ	startsWith	Ñusta	normal	Termino que aparece en relatos andinos llevados al documental argentino.	
Preguntas de cultura general	Cine Argentino	Ñ	startsWith	Ñusta	normal	Dato distintivo: Termino que aparece en relatos andinos llevados al documental argentino.	
Preguntas de cultura general	Cine Argentino	Ñ	startsWith	Ñusta	normal	Pista ampliada: Termino que aparece en relatos andinos llevados al documental argentino.	
Preguntas de cultura general	Cine Argentino	Ñ	startsWith	Ñusta	normal	Referencia clave: Termino que aparece en relatos andinos llevados al documental argentino.	
Preguntas de cultura general	Cine Argentino	Ñ	startsWith	Ñusta	normal	Para identificar la respuesta: Termino que aparece en relatos andinos llevados al documental argentino.	
Preguntas de cultura general	Cine Argentino	Ñ	startsWith	Ña Catita	normal	Obra criolla llevada a adaptaciones escenicas y audiovisuales rioplatenses.	
Preguntas de cultura general	Cine Argentino	Ñ	startsWith	Ña Catita	normal	Dato distintivo: Obra criolla llevada a adaptaciones escenicas y audiovisuales rioplatenses.	
Preguntas de cultura general	Cine Argentino	Ñ	startsWith	Ña Catita	normal	Pista ampliada: Obra criolla llevada a adaptaciones escenicas y audiovisuales rioplatenses.	
Preguntas de cultura general	Cine Argentino	Ñ	startsWith	Ña Catita	normal	Referencia clave: Obra criolla llevada a adaptaciones escenicas y audiovisuales rioplatenses.	
Preguntas de cultura general	Cine Argentino	Ñ	startsWith	Ña Catita	normal	Para identificar la respuesta: Obra criolla llevada a adaptaciones escenicas y audiovisuales rioplatenses.	
Preguntas de cultura general	Cine Argentino	O	startsWith	Oso rojo	normal	Pelicula de Adrian Caetano protagonizada por Julio Chavez.	
Preguntas de cultura general	Cine Argentino	O	startsWith	Oso rojo	normal	Dato distintivo: Pelicula de Adrian Caetano protagonizada por Julio Chavez.	
Preguntas de cultura general	Cine Argentino	O	startsWith	Oso rojo	normal	Pista ampliada: Pelicula de Adrian Caetano protagonizada por Julio Chavez.	
Preguntas de cultura general	Cine Argentino	O	startsWith	Oso rojo	normal	Referencia clave: Pelicula de Adrian Caetano protagonizada por Julio Chavez.	
Preguntas de cultura general	Cine Argentino	O	startsWith	Oso rojo	normal	Para identificar la respuesta: Pelicula de Adrian Caetano protagonizada por Julio Chavez.	
Preguntas de cultura general	Cine Argentino	O	startsWith	Operación Masacre	normal	Pelicula de Jorge Cedron basada en el libro de Rodolfo Walsh.	Operacion Masacre, Operación Masacre
Preguntas de cultura general	Cine Argentino	O	startsWith	Operación Masacre	normal	Dato distintivo: Pelicula de Jorge Cedron basada en el libro de Rodolfo Walsh.	Operacion Masacre, Operación Masacre
Preguntas de cultura general	Cine Argentino	O	startsWith	Operación Masacre	normal	Pista ampliada: Pelicula de Jorge Cedron basada en el libro de Rodolfo Walsh.	Operacion Masacre, Operación Masacre
Preguntas de cultura general	Cine Argentino	O	startsWith	Operación Masacre	normal	Referencia clave: Pelicula de Jorge Cedron basada en el libro de Rodolfo Walsh.	Operacion Masacre, Operación Masacre
