categoria;subcategoria;letter;mode;answer;difficulty;description;acceptedAnswers
Preguntas de cultura general;Cultura general argentina;W;startsWith;Walter Samuel;normal;Defensor argentino apodado el Muro.;
Preguntas de cultura general;Cultura general argentina;W;startsWith;Wichi;normal;Pueblo originario del Gran Chaco argentino.;
Preguntas de cultura general;Cultura general argentina;W;startsWith;Willy Crook;normal;Saxofonista y cantante argentino de funk y soul.;
Preguntas de cultura general;Cultura general argentina;W;startsWith;William Brown;normal;Marino irlandes considerado padre de la Armada Argentina.;
Preguntas de cultura general;Cultura general argentina;W;startsWith;Wado de Pedro;normal;Dirigente politico argentino de nombre Eduardo.;
Preguntas de cultura general;Cultura general argentina;W;startsWith;Wenceslao Paunero;normal;Militar argentino del siglo XIX.;
Preguntas de cultura general;Cultura general argentina;X;contains;Maxima Zorreguieta;normal;Argentina que se convirtio en reina consorte de los Paises Bajos.;
Preguntas de cultura general;Cultura general argentina;X;contains;Exodo Jujeño;normal;Retirada ordenada por Belgrano en 1812.;Exodo Jujeño, Exodo Jujeno
Preguntas de cultura general;Cultura general argentina;X;contains;Exequiel Palacios;normal;Futbolista argentino campeon del mundo en 2022.;
Preguntas de cultura general;Cultura general argentina;X;contains;Boxeo;normal;Deporte con figuras argentinas como Monzon, Locche y Narvaez.;
Preguntas de cultura general;Cultura general argentina;X;contains;Excursionistas;normal;Club de futbol del barrio porteño de Belgrano.;
Preguntas de cultura general;Cultura general argentina;X;contains;Taxi;normal;Servicio de autos de alquiler muy visible en Buenos Aires.;
Preguntas de cultura general;Cultura general argentina;X;contains;Ex ESMA;normal;Espacio de memoria ubicado en la Ciudad de Buenos Aires.;
Preguntas de cultura general;Cultura general argentina;X;contains;Exilio;normal;Situacion vivida por muchos argentinos durante la ultima dictadura.;
Preguntas de cultura general;Cultura general argentina;X;contains;Exportacion;normal;Actividad clave para productos como soja, carne y vino.;
Preguntas de cultura general;Cultura general argentina;X;contains;Expreso Sarmiento;normal;Nombre asociado al ferrocarril que une Once con el oeste bonaerense.;
Preguntas de cultura general;Cultura general argentina;Y;startsWith;YPF;normal;Empresa argentina de energia fundada en 1922.;
Preguntas de cultura general;Cultura general argentina;Y;startsWith;Yerba mate;normal;Producto usado para preparar mate.;
Preguntas de cultura general;Cultura general argentina;Y;startsWith;Yrigoyen;normal;Apellido de Hipolito, presidente radical argentino.;
Preguntas de cultura general;Cultura general argentina;Y;startsWith;Yaguarete;normal;Felino nativo protegido en Argentina.;
Preguntas de cultura general;Cultura general argentina;Y;startsWith;Yupanqui;normal;Apellido artistico de Atahualpa, referente del folklore.;
Preguntas de cultura general;Cultura general argentina;Y;startsWith;Yapeyu;normal;Localidad correntina donde nacio San Martin.;
Preguntas de cultura general;Cultura general argentina;Y;startsWith;Yacyreta;normal;Represa hidrolectrica sobre el rio Parana.;
Preguntas de cultura general;Cultura general argentina;Y;startsWith;Yavi;normal;Localidad historica del norte jujeño.;
Preguntas de cultura general;Cultura general argentina;Y;startsWith;Yuyo;normal;Nombre popular para hierbas silvestres o medicinales.;
Preguntas de cultura general;Cultura general argentina;Y;startsWith;Yacare;normal;Reptil presente en humedales del noreste argentino.;
Preguntas de cultura general;Cultura general argentina;Z;startsWith;Zamba;normal;Danza y genero musical del folklore argentino.;
Preguntas de cultura general;Cultura general argentina;Z;startsWith;Zanetti;normal;Futbolista argentino historico del Inter.;
Preguntas de cultura general;Cultura general argentina;Z;startsWith;Zapala;normal;Ciudad neuquina.;
Preguntas de cultura general;Cultura general argentina;Z;startsWith;Zonda;normal;Viento seco y calido caracteristico de Cuyo.;
Preguntas de cultura general;Cultura general argentina;Z;startsWith;Zitarrosa;normal;Cantautor uruguayo muy escuchado en el Rio de la Plata.;
Preguntas de cultura general;Cultura general argentina;Z;startsWith;Zapiola;normal;Apellido de Jose Matias, militar de la independencia.;
Preguntas de cultura general;Cultura general argentina;Z;startsWith;Zorzal Criollo;normal;Apodo de Carlos Gardel.;
Preguntas de cultura general;Cultura general argentina;Z;startsWith;Zarate;normal;Ciudad bonaerense junto al Parana.;
Preguntas de cultura general;Cultura general argentina;Z;startsWith;Zamba de mi esperanza;normal;Cancion folklorica muy difundida en Argentina.;
Preguntas de cultura general;Cultura general argentina;Z;startsWith;Zas;normal;Banda de Miguel Mateos en los años ochenta.;
Preguntas de cultura general;Cine Argentino;A;startsWith;Argentina 1985;normal;Pelicula sobre el Juicio a las Juntas protagonizada por Ricardo Darin.;
Preguntas de cultura general;Cine Argentino;A;startsWith;Argentina 1985;normal;En cine argentino, identifica la respuesta asociada a esta pista: Pelicula sobre el Juicio a las Juntas protagonizada por Ricardo Darin.;
Preguntas de cultura general;Cine Argentino;A;startsWith;Argentina 1985;normal;Pista ampliada de cine argentino: Pelicula sobre el Juicio a las Juntas protagonizada por Ricardo Darin.;
Preguntas de cultura general;Cine Argentino;A;startsWith;Argentina 1985;normal;Referencia clave dentro de cine argentino: Pelicula sobre el Juicio a las Juntas protagonizada por Ricardo Darin.;
Preguntas de cultura general;Cine Argentino;A;startsWith;Argentina 1985;normal;Para responder, pensa en este dato de cine argentino: Pelicula sobre el Juicio a las Juntas protagonizada por Ricardo Darin.;
Preguntas de cultura general;Cine Argentino;A;startsWith;Argentina 1985;normal;Dato distintivo de cine argentino: Pelicula sobre el Juicio a las Juntas protagonizada por Ricardo Darin.;
Preguntas de cultura general;Cine Argentino;A;startsWith;Argentina 1985;normal;Nombre, titulo o concepto buscado en cine argentino: Pelicula sobre el Juicio a las Juntas protagonizada por Ricardo Darin.;
Preguntas de cultura general;Cine Argentino;A;startsWith;Argentina 1985;normal;Pista de contexto argentino: Pelicula sobre el Juicio a las Juntas protagonizada por Ricardo Darin.;
Preguntas de cultura general;Cine Argentino;A;startsWith;Argentina 1985;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Pelicula sobre el Juicio a las Juntas protagonizada por Ricardo Darin.;
Preguntas de cultura general;Cine Argentino;A;startsWith;Argentina 1985;normal;Ultima pista de la serie: Pelicula sobre el Juicio a las Juntas protagonizada por Ricardo Darin.;
Preguntas de cultura general;Cine Argentino;B;startsWith;Bolivia;normal;Film de Adrian Caetano ambientado en un bar porteño.;
Preguntas de cultura general;Cine Argentino;B;startsWith;Bolivia;normal;En cine argentino, identifica la respuesta asociada a esta pista: Film de Adrian Caetano ambientado en un bar porteño.;
Preguntas de cultura general;Cine Argentino;B;startsWith;Bolivia;normal;Pista ampliada de cine argentino: Film de Adrian Caetano ambientado en un bar porteño.;
Preguntas de cultura general;Cine Argentino;B;startsWith;Bolivia;normal;Referencia clave dentro de cine argentino: Film de Adrian Caetano ambientado en un bar porteño.;
Preguntas de cultura general;Cine Argentino;B;startsWith;Bolivia;normal;Para responder, pensa en este dato de cine argentino: Film de Adrian Caetano ambientado en un bar porteño.;
Preguntas de cultura general;Cine Argentino;B;startsWith;Bolivia;normal;Dato distintivo de cine argentino: Film de Adrian Caetano ambientado en un bar porteño.;
Preguntas de cultura general;Cine Argentino;B;startsWith;Bolivia;normal;Nombre, titulo o concepto buscado en cine argentino: Film de Adrian Caetano ambientado en un bar porteño.;
Preguntas de cultura general;Cine Argentino;B;startsWith;Bolivia;normal;Pista de contexto argentino: Film de Adrian Caetano ambientado en un bar porteño.;
Preguntas de cultura general;Cine Argentino;B;startsWith;Bolivia;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Film de Adrian Caetano ambientado en un bar porteño.;
Preguntas de cultura general;Cine Argentino;B;startsWith;Bolivia;normal;Ultima pista de la serie: Film de Adrian Caetano ambientado en un bar porteño.;
Preguntas de cultura general;Cine Argentino;C;startsWith;Camila;normal;Pelicula de Maria Luisa Bemberg nominada al Oscar.;
Preguntas de cultura general;Cine Argentino;C;startsWith;Camila;normal;En cine argentino, identifica la respuesta asociada a esta pista: Pelicula de Maria Luisa Bemberg nominada al Oscar.;
Preguntas de cultura general;Cine Argentino;C;startsWith;Camila;normal;Pista ampliada de cine argentino: Pelicula de Maria Luisa Bemberg nominada al Oscar.;
Preguntas de cultura general;Cine Argentino;C;startsWith;Camila;normal;Referencia clave dentro de cine argentino: Pelicula de Maria Luisa Bemberg nominada al Oscar.;
Preguntas de cultura general;Cine Argentino;C;startsWith;Camila;normal;Para responder, pensa en este dato de cine argentino: Pelicula de Maria Luisa Bemberg nominada al Oscar.;
Preguntas de cultura general;Cine Argentino;C;startsWith;Camila;normal;Dato distintivo de cine argentino: Pelicula de Maria Luisa Bemberg nominada al Oscar.;
Preguntas de cultura general;Cine Argentino;C;startsWith;Camila;normal;Nombre, titulo o concepto buscado en cine argentino: Pelicula de Maria Luisa Bemberg nominada al Oscar.;
Preguntas de cultura general;Cine Argentino;C;startsWith;Camila;normal;Pista de contexto argentino: Pelicula de Maria Luisa Bemberg nominada al Oscar.;
Preguntas de cultura general;Cine Argentino;C;startsWith;Camila;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Pelicula de Maria Luisa Bemberg nominada al Oscar.;
Preguntas de cultura general;Cine Argentino;C;startsWith;Camila;normal;Ultima pista de la serie: Pelicula de Maria Luisa Bemberg nominada al Oscar.;
Preguntas de cultura general;Cine Argentino;D;startsWith;Derecho de familia;normal;Pelicula de Daniel Burman protagonizada por Daniel Hendler.;
Preguntas de cultura general;Cine Argentino;D;startsWith;Derecho de familia;normal;En cine argentino, identifica la respuesta asociada a esta pista: Pelicula de Daniel Burman protagonizada por Daniel Hendler.;
Preguntas de cultura general;Cine Argentino;D;startsWith;Derecho de familia;normal;Pista ampliada de cine argentino: Pelicula de Daniel Burman protagonizada por Daniel Hendler.;
Preguntas de cultura general;Cine Argentino;D;startsWith;Derecho de familia;normal;Referencia clave dentro de cine argentino: Pelicula de Daniel Burman protagonizada por Daniel Hendler.;
Preguntas de cultura general;Cine Argentino;D;startsWith;Derecho de familia;normal;Para responder, pensa en este dato de cine argentino: Pelicula de Daniel Burman protagonizada por Daniel Hendler.;
Preguntas de cultura general;Cine Argentino;D;startsWith;Derecho de familia;normal;Dato distintivo de cine argentino: Pelicula de Daniel Burman protagonizada por Daniel Hendler.;
Preguntas de cultura general;Cine Argentino;D;startsWith;Derecho de familia;normal;Nombre, titulo o concepto buscado en cine argentino: Pelicula de Daniel Burman protagonizada por Daniel Hendler.;
Preguntas de cultura general;Cine Argentino;D;startsWith;Derecho de familia;normal;Pista de contexto argentino: Pelicula de Daniel Burman protagonizada por Daniel Hendler.;
Preguntas de cultura general;Cine Argentino;D;startsWith;Derecho de familia;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Pelicula de Daniel Burman protagonizada por Daniel Hendler.;
Preguntas de cultura general;Cine Argentino;D;startsWith;Derecho de familia;normal;Ultima pista de la serie: Pelicula de Daniel Burman protagonizada por Daniel Hendler.;
Preguntas de cultura general;Cine Argentino;E;startsWith;Esperando la carroza;normal;Clasico de humor negro dirigido por Alejandro Doria.;
Preguntas de cultura general;Cine Argentino;E;startsWith;Esperando la carroza;normal;En cine argentino, identifica la respuesta asociada a esta pista: Clasico de humor negro dirigido por Alejandro Doria.;
Preguntas de cultura general;Cine Argentino;E;startsWith;Esperando la carroza;normal;Pista ampliada de cine argentino: Clasico de humor negro dirigido por Alejandro Doria.;
Preguntas de cultura general;Cine Argentino;E;startsWith;Esperando la carroza;normal;Referencia clave dentro de cine argentino: Clasico de humor negro dirigido por Alejandro Doria.;
Preguntas de cultura general;Cine Argentino;E;startsWith;Esperando la carroza;normal;Para responder, pensa en este dato de cine argentino: Clasico de humor negro dirigido por Alejandro Doria.;
Preguntas de cultura general;Cine Argentino;E;startsWith;Esperando la carroza;normal;Dato distintivo de cine argentino: Clasico de humor negro dirigido por Alejandro Doria.;
Preguntas de cultura general;Cine Argentino;E;startsWith;Esperando la carroza;normal;Nombre, titulo o concepto buscado en cine argentino: Clasico de humor negro dirigido por Alejandro Doria.;
Preguntas de cultura general;Cine Argentino;E;startsWith;Esperando la carroza;normal;Pista de contexto argentino: Clasico de humor negro dirigido por Alejandro Doria.;
Preguntas de cultura general;Cine Argentino;E;startsWith;Esperando la carroza;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Clasico de humor negro dirigido por Alejandro Doria.;
Preguntas de cultura general;Cine Argentino;E;startsWith;Esperando la carroza;normal;Ultima pista de la serie: Clasico de humor negro dirigido por Alejandro Doria.;
Preguntas de cultura general;Cine Argentino;F;startsWith;Familia rodante;normal;Road movie argentina dirigida por Pablo Trapero.;
Preguntas de cultura general;Cine Argentino;F;startsWith;Familia rodante;normal;En cine argentino, identifica la respuesta asociada a esta pista: Road movie argentina dirigida por Pablo Trapero.;
Preguntas de cultura general;Cine Argentino;F;startsWith;Familia rodante;normal;Pista ampliada de cine argentino: Road movie argentina dirigida por Pablo Trapero.;
Preguntas de cultura general;Cine Argentino;F;startsWith;Familia rodante;normal;Referencia clave dentro de cine argentino: Road movie argentina dirigida por Pablo Trapero.;
Preguntas de cultura general;Cine Argentino;F;startsWith;Familia rodante;normal;Para responder, pensa en este dato de cine argentino: Road movie argentina dirigida por Pablo Trapero.;
Preguntas de cultura general;Cine Argentino;F;startsWith;Familia rodante;normal;Dato distintivo de cine argentino: Road movie argentina dirigida por Pablo Trapero.;
Preguntas de cultura general;Cine Argentino;F;startsWith;Familia rodante;normal;Nombre, titulo o concepto buscado en cine argentino: Road movie argentina dirigida por Pablo Trapero.;
Preguntas de cultura general;Cine Argentino;F;startsWith;Familia rodante;normal;Pista de contexto argentino: Road movie argentina dirigida por Pablo Trapero.;
Preguntas de cultura general;Cine Argentino;F;startsWith;Familia rodante;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Road movie argentina dirigida por Pablo Trapero.;
Preguntas de cultura general;Cine Argentino;F;startsWith;Familia rodante;normal;Ultima pista de la serie: Road movie argentina dirigida por Pablo Trapero.;
Preguntas de cultura general;Cine Argentino;G;startsWith;Garage Olimpo;normal;Pelicula de Marco Bechis sobre un centro clandestino de detencion.;
Preguntas de cultura general;Cine Argentino;G;startsWith;Garage Olimpo;normal;En cine argentino, identifica la respuesta asociada a esta pista: Pelicula de Marco Bechis sobre un centro clandestino de detencion.;
Preguntas de cultura general;Cine Argentino;G;startsWith;Garage Olimpo;normal;Pista ampliada de cine argentino: Pelicula de Marco Bechis sobre un centro clandestino de detencion.;
Preguntas de cultura general;Cine Argentino;G;startsWith;Garage Olimpo;normal;Referencia clave dentro de cine argentino: Pelicula de Marco Bechis sobre un centro clandestino de detencion.;
Preguntas de cultura general;Cine Argentino;G;startsWith;Garage Olimpo;normal;Para responder, pensa en este dato de cine argentino: Pelicula de Marco Bechis sobre un centro clandestino de detencion.;
Preguntas de cultura general;Cine Argentino;G;startsWith;Garage Olimpo;normal;Dato distintivo de cine argentino: Pelicula de Marco Bechis sobre un centro clandestino de detencion.;
Preguntas de cultura general;Cine Argentino;G;startsWith;Garage Olimpo;normal;Nombre, titulo o concepto buscado en cine argentino: Pelicula de Marco Bechis sobre un centro clandestino de detencion.;
Preguntas de cultura general;Cine Argentino;G;startsWith;Garage Olimpo;normal;Pista de contexto argentino: Pelicula de Marco Bechis sobre un centro clandestino de detencion.;
Preguntas de cultura general;Cine Argentino;G;startsWith;Garage Olimpo;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Pelicula de Marco Bechis sobre un centro clandestino de detencion.;
Preguntas de cultura general;Cine Argentino;G;startsWith;Garage Olimpo;normal;Ultima pista de la serie: Pelicula de Marco Bechis sobre un centro clandestino de detencion.;
Preguntas de cultura general;Cine Argentino;H;startsWith;Hombre mirando al sudeste;normal;Film de Eliseo Subiela ambientado en un hospital neuropsiquiatrico.;
Preguntas de cultura general;Cine Argentino;H;startsWith;Hombre mirando al sudeste;normal;En cine argentino, identifica la respuesta asociada a esta pista: Film de Eliseo Subiela ambientado en un hospital neuropsiquiatrico.;
Preguntas de cultura general;Cine Argentino;H;startsWith;Hombre mirando al sudeste;normal;Pista ampliada de cine argentino: Film de Eliseo Subiela ambientado en un hospital neuropsiquiatrico.;
Preguntas de cultura general;Cine Argentino;H;startsWith;Hombre mirando al sudeste;normal;Referencia clave dentro de cine argentino: Film de Eliseo Subiela ambientado en un hospital neuropsiquiatrico.;
Preguntas de cultura general;Cine Argentino;H;startsWith;Hombre mirando al sudeste;normal;Para responder, pensa en este dato de cine argentino: Film de Eliseo Subiela ambientado en un hospital neuropsiquiatrico.;
Preguntas de cultura general;Cine Argentino;H;startsWith;Hombre mirando al sudeste;normal;Dato distintivo de cine argentino: Film de Eliseo Subiela ambientado en un hospital neuropsiquiatrico.;
Preguntas de cultura general;Cine Argentino;H;startsWith;Hombre mirando al sudeste;normal;Nombre, titulo o concepto buscado en cine argentino: Film de Eliseo Subiela ambientado en un hospital neuropsiquiatrico.;
Preguntas de cultura general;Cine Argentino;H;startsWith;Hombre mirando al sudeste;normal;Pista de contexto argentino: Film de Eliseo Subiela ambientado en un hospital neuropsiquiatrico.;
Preguntas de cultura general;Cine Argentino;H;startsWith;Hombre mirando al sudeste;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Film de Eliseo Subiela ambientado en un hospital neuropsiquiatrico.;
Preguntas de cultura general;Cine Argentino;H;startsWith;Hombre mirando al sudeste;normal;Ultima pista de la serie: Film de Eliseo Subiela ambientado en un hospital neuropsiquiatrico.;
Preguntas de cultura general;Cine Argentino;I;startsWith;Iluminados por el fuego;normal;Pelicula argentina sobre veteranos de Malvinas.;
Preguntas de cultura general;Cine Argentino;I;startsWith;Iluminados por el fuego;normal;En cine argentino, identifica la respuesta asociada a esta pista: Pelicula argentina sobre veteranos de Malvinas.;
Preguntas de cultura general;Cine Argentino;I;startsWith;Iluminados por el fuego;normal;Pista ampliada de cine argentino: Pelicula argentina sobre veteranos de Malvinas.;
Preguntas de cultura general;Cine Argentino;I;startsWith;Iluminados por el fuego;normal;Referencia clave dentro de cine argentino: Pelicula argentina sobre veteranos de Malvinas.;
Preguntas de cultura general;Cine Argentino;I;startsWith;Iluminados por el fuego;normal;Para responder, pensa en este dato de cine argentino: Pelicula argentina sobre veteranos de Malvinas.;
Preguntas de cultura general;Cine Argentino;I;startsWith;Iluminados por el fuego;normal;Dato distintivo de cine argentino: Pelicula argentina sobre veteranos de Malvinas.;
Preguntas de cultura general;Cine Argentino;I;startsWith;Iluminados por el fuego;normal;Nombre, titulo o concepto buscado en cine argentino: Pelicula argentina sobre veteranos de Malvinas.;
Preguntas de cultura general;Cine Argentino;I;startsWith;Iluminados por el fuego;normal;Pista de contexto argentino: Pelicula argentina sobre veteranos de Malvinas.;
Preguntas de cultura general;Cine Argentino;I;startsWith;Iluminados por el fuego;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Pelicula argentina sobre veteranos de Malvinas.;
Preguntas de cultura general;Cine Argentino;I;startsWith;Iluminados por el fuego;normal;Ultima pista de la serie: Pelicula argentina sobre veteranos de Malvinas.;
Preguntas de cultura general;Cine Argentino;J;startsWith;Juan Moreira;normal;Pelicula de Leonardo Favio basada en el personaje gauchesco.;
Preguntas de cultura general;Cine Argentino;J;startsWith;Juan Moreira;normal;En cine argentino, identifica la respuesta asociada a esta pista: Pelicula de Leonardo Favio basada en el personaje gauchesco.;
Preguntas de cultura general;Cine Argentino;J;startsWith;Juan Moreira;normal;Pista ampliada de cine argentino: Pelicula de Leonardo Favio basada en el personaje gauchesco.;
Preguntas de cultura general;Cine Argentino;J;startsWith;Juan Moreira;normal;Referencia clave dentro de cine argentino: Pelicula de Leonardo Favio basada en el personaje gauchesco.;
Preguntas de cultura general;Cine Argentino;J;startsWith;Juan Moreira;normal;Para responder, pensa en este dato de cine argentino: Pelicula de Leonardo Favio basada en el personaje gauchesco.;
Preguntas de cultura general;Cine Argentino;J;startsWith;Juan Moreira;normal;Dato distintivo de cine argentino: Pelicula de Leonardo Favio basada en el personaje gauchesco.;
Preguntas de cultura general;Cine Argentino;J;startsWith;Juan Moreira;normal;Nombre, titulo o concepto buscado en cine argentino: Pelicula de Leonardo Favio basada en el personaje gauchesco.;
Preguntas de cultura general;Cine Argentino;J;startsWith;Juan Moreira;normal;Pista de contexto argentino: Pelicula de Leonardo Favio basada en el personaje gauchesco.;
Preguntas de cultura general;Cine Argentino;J;startsWith;Juan Moreira;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Pelicula de Leonardo Favio basada en el personaje gauchesco.;
Preguntas de cultura general;Cine Argentino;J;startsWith;Juan Moreira;normal;Ultima pista de la serie: Pelicula de Leonardo Favio basada en el personaje gauchesco.;
Preguntas de cultura general;Cine Argentino;K;startsWith;Kryptonita;normal;Pelicula argentina basada en una novela de Leonardo Oyola.;
Preguntas de cultura general;Cine Argentino;K;startsWith;Kryptonita;normal;En cine argentino, identifica la respuesta asociada a esta pista: Pelicula argentina basada en una novela de Leonardo Oyola.;
Preguntas de cultura general;Cine Argentino;K;startsWith;Kryptonita;normal;Pista ampliada de cine argentino: Pelicula argentina basada en una novela de Leonardo Oyola.;
Preguntas de cultura general;Cine Argentino;K;startsWith;Kryptonita;normal;Referencia clave dentro de cine argentino: Pelicula argentina basada en una novela de Leonardo Oyola.;
Preguntas de cultura general;Cine Argentino;K;startsWith;Kryptonita;normal;Para responder, pensa en este dato de cine argentino: Pelicula argentina basada en una novela de Leonardo Oyola.;
Preguntas de cultura general;Cine Argentino;K;startsWith;Kryptonita;normal;Dato distintivo de cine argentino: Pelicula argentina basada en una novela de Leonardo Oyola.;
Preguntas de cultura general;Cine Argentino;K;startsWith;Kryptonita;normal;Nombre, titulo o concepto buscado en cine argentino: Pelicula argentina basada en una novela de Leonardo Oyola.;
Preguntas de cultura general;Cine Argentino;K;startsWith;Kryptonita;normal;Pista de contexto argentino: Pelicula argentina basada en una novela de Leonardo Oyola.;
Preguntas de cultura general;Cine Argentino;K;startsWith;Kryptonita;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Pelicula argentina basada en una novela de Leonardo Oyola.;
Preguntas de cultura general;Cine Argentino;K;startsWith;Kryptonita;normal;Ultima pista de la serie: Pelicula argentina basada en una novela de Leonardo Oyola.;
Preguntas de cultura general;Cine Argentino;L;startsWith;La ciénaga;normal;Opera prima de Lucrecia Martel.;La cienaga, La ciénaga
Preguntas de cultura general;Cine Argentino;L;startsWith;La ciénaga;normal;En cine argentino, identifica la respuesta asociada a esta pista: Opera prima de Lucrecia Martel.;La cienaga, La ciénaga
Preguntas de cultura general;Cine Argentino;L;startsWith;La ciénaga;normal;Pista ampliada de cine argentino: Opera prima de Lucrecia Martel.;La cienaga, La ciénaga
Preguntas de cultura general;Cine Argentino;L;startsWith;La ciénaga;normal;Referencia clave dentro de cine argentino: Opera prima de Lucrecia Martel.;La cienaga, La ciénaga
Preguntas de cultura general;Cine Argentino;L;startsWith;La ciénaga;normal;Para responder, pensa en este dato de cine argentino: Opera prima de Lucrecia Martel.;La cienaga, La ciénaga
Preguntas de cultura general;Cine Argentino;L;startsWith;La ciénaga;normal;Dato distintivo de cine argentino: Opera prima de Lucrecia Martel.;La cienaga, La ciénaga
Preguntas de cultura general;Cine Argentino;L;startsWith;La ciénaga;normal;Nombre, titulo o concepto buscado en cine argentino: Opera prima de Lucrecia Martel.;La cienaga, La ciénaga
Preguntas de cultura general;Cine Argentino;L;startsWith;La ciénaga;normal;Pista de contexto argentino: Opera prima de Lucrecia Martel.;La cienaga, La ciénaga
Preguntas de cultura general;Cine Argentino;L;startsWith;La ciénaga;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Opera prima de Lucrecia Martel.;La cienaga, La ciénaga
Preguntas de cultura general;Cine Argentino;L;startsWith;La ciénaga;normal;Ultima pista de la serie: Opera prima de Lucrecia Martel.;La cienaga, La ciénaga
Preguntas de cultura general;Cine Argentino;M;startsWith;Mundo grua;normal;Debut de Pablo Trapero protagonizado por Luis Margani.;Mundo grua, Mundo grúa
Preguntas de cultura general;Cine Argentino;M;startsWith;Mundo grua;normal;En cine argentino, identifica la respuesta asociada a esta pista: Debut de Pablo Trapero protagonizado por Luis Margani.;Mundo grua, Mundo grúa
Preguntas de cultura general;Cine Argentino;M;startsWith;Mundo grua;normal;Pista ampliada de cine argentino: Debut de Pablo Trapero protagonizado por Luis Margani.;Mundo grua, Mundo grúa
Preguntas de cultura general;Cine Argentino;M;startsWith;Mundo grua;normal;Referencia clave dentro de cine argentino: Debut de Pablo Trapero protagonizado por Luis Margani.;Mundo grua, Mundo grúa
Preguntas de cultura general;Cine Argentino;M;startsWith;Mundo grua;normal;Para responder, pensa en este dato de cine argentino: Debut de Pablo Trapero protagonizado por Luis Margani.;Mundo grua, Mundo grúa
Preguntas de cultura general;Cine Argentino;M;startsWith;Mundo grua;normal;Dato distintivo de cine argentino: Debut de Pablo Trapero protagonizado por Luis Margani.;Mundo grua, Mundo grúa
Preguntas de cultura general;Cine Argentino;M;startsWith;Mundo grua;normal;Nombre, titulo o concepto buscado en cine argentino: Debut de Pablo Trapero protagonizado por Luis Margani.;Mundo grua, Mundo grúa
Preguntas de cultura general;Cine Argentino;M;startsWith;Mundo grua;normal;Pista de contexto argentino: Debut de Pablo Trapero protagonizado por Luis Margani.;Mundo grua, Mundo grúa
Preguntas de cultura general;Cine Argentino;M;startsWith;Mundo grua;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Debut de Pablo Trapero protagonizado por Luis Margani.;Mundo grua, Mundo grúa
Preguntas de cultura general;Cine Argentino;M;startsWith;Mundo grua;normal;Ultima pista de la serie: Debut de Pablo Trapero protagonizado por Luis Margani.;Mundo grua, Mundo grúa
Preguntas de cultura general;Cine Argentino;N;startsWith;Nueve reinas;normal;Thriller de Fabian Bielinsky sobre dos estafadores.;
Preguntas de cultura general;Cine Argentino;N;startsWith;Nueve reinas;normal;En cine argentino, identifica la respuesta asociada a esta pista: Thriller de Fabian Bielinsky sobre dos estafadores.;
Preguntas de cultura general;Cine Argentino;N;startsWith;Nueve reinas;normal;Pista ampliada de cine argentino: Thriller de Fabian Bielinsky sobre dos estafadores.;
Preguntas de cultura general;Cine Argentino;N;startsWith;Nueve reinas;normal;Referencia clave dentro de cine argentino: Thriller de Fabian Bielinsky sobre dos estafadores.;
Preguntas de cultura general;Cine Argentino;N;startsWith;Nueve reinas;normal;Para responder, pensa en este dato de cine argentino: Thriller de Fabian Bielinsky sobre dos estafadores.;
Preguntas de cultura general;Cine Argentino;N;startsWith;Nueve reinas;normal;Dato distintivo de cine argentino: Thriller de Fabian Bielinsky sobre dos estafadores.;
Preguntas de cultura general;Cine Argentino;N;startsWith;Nueve reinas;normal;Nombre, titulo o concepto buscado en cine argentino: Thriller de Fabian Bielinsky sobre dos estafadores.;
Preguntas de cultura general;Cine Argentino;N;startsWith;Nueve reinas;normal;Pista de contexto argentino: Thriller de Fabian Bielinsky sobre dos estafadores.;
Preguntas de cultura general;Cine Argentino;N;startsWith;Nueve reinas;normal;Esta pregunta apunta a un dato reconocido de cine argentino: Thriller de Fabian Bielinsky sobre dos estafadores.;
Preguntas de cultura general;Cine Argentino;N;startsWith;Nueve reinas;normal;Ultima pista de la serie: Thriller de Fabian Bielinsky sobre dos estafadores.;
Preguntas de cultura general;Cine Argentino;Ñ;startsWith;Ñusta;normal;Termino que aparece en relatos andinos llevados al documental argentino.;
Preguntas de cultura general;Cine Argentino;Ñ;startsWith;Ñusta;normal;En cine argentino, identifica la respuesta asociada a esta pista: Termino que aparece en relatos andinos llevados al documental argentino.;
Preguntas de cultura general;Cine Argentino;Ñ;startsWith;Ñusta;normal;Pista ampliada de cine argentino: Termino que aparece en relatos andinos llevados al documental argentino.;
Preguntas de cultura general;Cine Argentino;Ñ;startsWith;Ñusta;normal;Referencia clave dentro de cine argentino: Termino que aparece en relatos andinos llevados al documental argentino.;
